pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_masse,st_teff,st_rad,st_mass
Kepler-682 b,Kepler-682,Transit,2016,12.61190667,7.66,,5795,0.919,0.992
K2-18 b,K2-18,Transit,2015,32.94488,2.24,,3503,0.394,0.413
Kepler-1370 b,Kepler-1370,Transit,2016,20.2642023,,,6212.47,1.4625,1.2
TOI-1820 b,TOI-1820,Transit,2022,4.860674,12.778238,731.0053361,5734,1.51,1.04
Kepler-1498 b,Kepler-1498,Transit,2016,48.0506878,2.36,,5332,1.453,0.932
HR 858 d,HR 858,Transit,2019,11.230511,2.001,7.1,6354,1.258,1.204
Kepler-728 b,Kepler-728,Transit,2016,5.743477265,3.34,,5660,0.93,0.95
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,Microlensing,2022,,,82.63538582,,,0.093
Kepler-106 c,Kepler-106,Transit,2014,13.57076622,2.387,,,,0.959
Kepler-1057 b,Kepler-1057,Transit,2016,14.08826442,,,6014,0.915006,1.11
Kepler-1476 b,Kepler-1476,Transit,2016,10.35863224,1.8,,5893,1.02,1.005
Kepler-210 b,Kepler-210,Transit,2014,2.453234,2.94,,4559,0.65,
Kepler-122 b,Kepler-122,Transit,2014,5.76616658,2.26,,6076,1.15,1.08
Kepler-1578 b,Kepler-1578,Transit,2016,1.450886907,1.24,,6046,1.023,1.011
K2-277 b,K2-277,Transit,2018,6.326796,2.2,,,1.01,
Kepler-497 b,Kepler-497,Transit,2016,3.573202801,5.81,,5646,1.08,0.996
Kepler-1034 b,Kepler-1034,Transit,2016,12.12400283,,,5099,0.773178,0.86
HD 134606 b,HD 134606,Radial Velocity,2024,12.089,,,5576,1.158,1.046
Kepler-654 b,Kepler-654,Transit,2016,,3.002,,5846,1.65,
Kepler-919 b,Kepler-919,Transit,2016,11.04594184,,,5784,1.20645,1.04
Kepler-800 b,Kepler-800,Transit,2016,14.13175309,,,5293,0.787518,0.91
TIC 139270665 b,TIC 139270665,Transit,2024,23.624,7.22979255,147.1545524,5844,1.016,1.035
Kepler-830 b,Kepler-830,Transit,2016,11.29692398,,,,,
Kepler-817 b,Kepler-817,Transit,2016,3.99010399,,,5593,1.176,0.99
Kepler-166 d,Kepler-166,Transit,2016,1.55400389,,,5230,0.781826,0.89
Kepler-1069 b,Kepler-1069,Transit,2016,,2.696,,5579,1.597,
K2-70 b,K2-70,Transit,2016,13.9782,2.69,,,0.783,
Kepler-201 b,Kepler-201,Transit,2014,25.67212848,2.63,,6150,1.2,1.18
K2-336 b,K2-336,Transit,2021,21.1976,1.33,,,0.7747,
Kepler-104 d,Kepler-104,Transit,2014,51.75529576,3.41,,5755,1.361,0.814
Kepler-87 c,Kepler-87,Transit,2013,191.239133,6.47,,5597,1.699,0.969
HD 191939 d,HD 191939,Transit,2020,38.3524,,,5348,0.94,0.81
Kepler-324 c,Kepler-324,Transit,2014,51.8096695,3.25,,5355,0.803,0.901
Kepler-1584 b,Kepler-1584,Transit,2016,13.39942875,,,6030,1.22504,1.12
Kepler-191 b,Kepler-191,Transit,2014,9.93962361,,,5144.15,0.781226,0.87
K2-68 b,K2-68,Transit,2016,8.05423,1.73,,,0.655,
Kepler-373 c,Kepler-373,Transit,2014,16.7261969,1.56,,5588,1.1,0.946
Kepler-1165 c,Kepler-1165,Transit,2021,29.96870041,3.36093385,,6249,1.076,1.13
Kepler-1317 b,Kepler-1317,Transit,2016,0.568871953,,,5057.15,0.809194,0.84
Kepler-944 b,Kepler-944,Transit,2016,43.3167737,2.46,,5668,0.785,0.855
Kepler-1217 b,Kepler-1217,Transit,2016,2.032319072,1.87,,6156,1.05,1.114
Kepler-1645 b,Kepler-1645,Transit,2016,16.17803,2.25,,5929,1.069,1.079
Kepler-1254 d,Kepler-1254,Transit,2016,5.72716067,,,4898.13,0.718755,0.8
Kepler-1254 d,Kepler-1254,Transit,2016,5.727167083,,,4898.13,0.718755,0.8
Kepler-446 d,Kepler-446,Transit,2015,5.14892826,,,3386,0.218498,0.187619
Kepler-308 b,Kepler-308,Transit,2014,9.69502544,2.23,,5896,0.914,1
Kepler-83 c,Kepler-83,Transit,2012,20.09031319,,,4648,,
Kepler-291 b,Kepler-291,Transit,2014,3.54653414,2.17,,5993,0.986,1.093
Kepler-1522 b,Kepler-1522,Transit,2016,1.847889171,1.56,,5770,0.853,0.943
HD 156668 b,HD 156668,Radial Velocity,2010,4.6426,,,4849.92,0.760432,0.79
Kepler-356 b,Kepler-356,Transit,2014,4.6126736,1.6,,6140,1.277,1.094
HD 209458 b,HD 209458,Radial Velocity,1999,3.52474955,,,6065,1.155,1.119
Kepler-106 d,Kepler-106,Transit,2014,23.9802348,1.03,,5955,1.05,1.05
Kepler-769 c,Kepler-769,Transit,2016,,1.516,,6047,1.103,
Kepler-208 e,Kepler-208,Transit,2014,16.25950974,,,6000.9,1.32062,1.11
kap CrB b,kap CrB,Radial Velocity,2007,1208,,,4970,4.71,1.8
Kepler-200 c,Kepler-200,Transit,2014,10.22214214,1.99,,6053,1.277,1.038
Kepler-929 b,Kepler-929,Transit,2016,0.921016725,,,5814,1.67525,1.05
Kepler-397 c,Kepler-397,Transit,2014,135.4977745,6.35,,5231,0.76,0.79
HD 48265 b,HD 48265,Radial Velocity,2008,762,,,,,0.93
Kepler-1775 b,Kepler-1775,Transit,2021,85.6542476,3.56,,5818,1.647,1.149
WASP-141 b,WASP-141,Transit,2016,3.310667,,,,,
K2-3 c,K2-3,Transit,2015,24.645013,1.9,,3927,0.58,
Kepler-896 c,Kepler-896,Transit,2023,29.5422963,3.23,,5514,0.808,0.875
WASP-39 b,WASP-39,Transit,2011,4.0552947,14.23543,87.40325,5400,0.895,0.93
Kepler-286 d,Kepler-286,Transit,2014,5.9142668,1.31,,5576,0.829,0.8
Kepler-283 c,Kepler-283,Transit,2014,92.749023,38.67,,5189,0.72,0.76
HATS-5 b,HATS-5,Transit,2014,4.76338959,,,5304,0.871,0.936
Kepler-589 b,Kepler-589,Transit,2016,16.54964934,2.52,,5372,0.916,0.832
Kepler-500 b,Kepler-500,Transit,2016,8.508403512,,,5674.12,1.18285,1.01
Kepler-842 b,Kepler-842,Transit,2016,1.21956827,1.58,,4845,0.714,0.765
Kepler-1282 b,Kepler-1282,Transit,2016,2.131945045,1.66,,5845,1.013,1.102
Kepler-773 b,Kepler-773,Transit,2016,3.749103,1.57,,5746,1.05,1.011
Kepler-1218 b,Kepler-1218,Transit,2016,22.92295825,,,5861.91,1.47249,1.06
Kepler-1605 b,Kepler-1605,Transit,2016,85.7565495,2.635,,5087,2.036,0.886
HAT-P-18 b,HAT-P-18,Transit,2010,,,,,,
WASP-18 c,WASP-18,Transit Timing Variations,2019,2.1558,,55.2,6400,1.23,1.22
TrES-2 b,TrES-2,Transit,2006,2.47063,14.258,381.1,5854,1.01613,1.057
TOI-2202 b,TOI-2202,Transit,2021,11.9126075,10.95117414,287.3168799,5169,0.808,0.841
TOI-4087 b,TOI-4087,Transit,2023,3.1774835,13.04725353,232.0147371,6060,1.112,1.178
Kepler-254 c,Kepler-254,Transit,2014,12.41217869,2.28,,5941,0.885,0.975
Kepler-932 b,Kepler-932,Transit,2016,,1.718,,5166,0.827,
Kepler-632 b,Kepler-632,Transit,2016,30.99660733,2.42,,5275,0.918,0.825
Kepler-150 e,Kepler-150,Transit,2014,30.8264713,2.734,,5588,0.863,0.956
Kepler-520 c,Kepler-520,Transit,2016,5.21104261,1.05,,6108,1.03,1.132
Kepler-133 c,Kepler-133,Transit,2014,31.51780119,,,5734.01,1.62549,1.02
Kepler-1513 b,Kepler-1513,Transit,2016,160.8842,8.594,48.30991786,5491,0.95,0.943
Kepler-972 b,Kepler-972,Transit,2016,7.03937093,,,5960,1.16898,1.09
HAT-P-45 b,HAT-P-45,Transit,2014,3.12899506,,,6330,1.319,1.259
Kepler-370 b,Kepler-370,Transit,2014,4.57948235,,,5651.01,1.05062,1
K2-123 b,K2-123,Transit,2017,30.953,,,3856,0.609039,0.595401
Kepler-1181 b,Kepler-1181,Transit,2016,4.89343316,,,6495.28,1.36041,1.33
Kepler-82 b,Kepler-82,Transit,2012,26.44435456,4.7,,5739,0.928,0.966
WASP-145 A b,WASP-145 A,Transit,2018,1.76903814,,,4900,0.68,0.76
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,11.43318,765.9703,5740,1.59,1.04
HD 85390 b,HD 85390,Radial Velocity,2009,799.52,,,5186,,0.758
Kepler-1136 b,Kepler-1136,Transit,2016,2.361724329,1.54,,4478,0.651,0.637
Kepler-113 b,Kepler-113,Transit,2014,4.75400115,1.9,,4591,0.709,0.696
Kepler-194 b,Kepler-194,Transit,2014,2.092269993,1.48,,6085,1.005,0.962
Kepler-621 b,Kepler-621,Transit,2016,2.628113746,1.9,,3941,0.56,0.58
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,Microlensing,2018,,,,,,
Kepler-9 d,Kepler-9,Transit,2010,1.59295975,1.48,,5779,0.956,1.034
K2-5 c,K2-5,Transit,2015,10.93406,1.92,,4102,0.52,0.53
Kepler-437 b,Kepler-437,Transit,2015,66.65056819,,,,,
Kepler-1027 b,Kepler-1027,Transit,2016,1.907810683,,,5348.19,1.17894,0.92
K2-85 b,K2-85,Transit,2016,0.68458757,,,4222,0.734112,0.66
Kepler-343 c,Kepler-343,Transit,2014,23.22181264,,,5750.81,1.2921,1.03
Kepler-323 c,Kepler-323,Transit,2014,3.5538229,1.57,6.8,6004,1.12,1.015
K2-157 c,K2-157,Radial Velocity,2025,25.942,,,5334,0.86,0.89
HD 76700 b,HD 76700,Radial Velocity,2002,3.97097,,,5668,,1.13
Kepler-838 b,Kepler-838,Transit,2016,15.74958583,,,5773,0.89231,1.03
HD 77946 b,HD 77946,Transit,2024,6.527363,2.89646124,10.9,6007,1.3174,1.1973
HD 8673 b,HD 8673,Radial Velocity,2009,1634,,,6389.05,1.50225,1.28
WASP-2 b,WASP-2,Transit,2007,2.152175,12.116929,295.89973,5180,0.866,0.895
TOI-2076 d,TOI-2076,Transit,2021,35.1257472,3.17021,,5149.6,0.77,
Kepler-20 f,Kepler-20,Transit,2011,19.5776073,0.9,,5465,0.925,0.876
K2-386 b,K2-386,Transit,2022,7.47331,2.74,,,1.012,
Kepler-1211 b,Kepler-1211,Transit,2016,11.01816836,2.69,,6075,0.969,1.048
WASP-3 b,WASP-3,Transit,2007,,,617.86152,,,1.2
Kepler-1235 b,Kepler-1235,Transit,2016,4.16055856,0.79,,5541,0.9,0.93
Kepler-1964 b,Kepler-1964,Transit,2021,2.440836404,14.68,,4798,0.71,0.733
Kepler-519 b,Kepler-519,Transit,2016,24.3078946,2.1,,5260,0.8,0.89
K2-10 b,K2-10,Transit,2015,19.3037,4.37,,5581,1.08,0.92
K2-318 b,K2-318,Transit,2020,7.01,1.66,,3851,0.552,0.561
HATS-72 b,HATS-72,Transit,2020,7.327945,9.49027,,4521,0.79,
Kepler-1249 b,Kepler-1249,Transit,2016,24.3344939,1.74,,6091,0.967,1.045
Kepler-1552 b,Kepler-1552,Transit,2016,184.7702826,,,4871.52,1.11332,0.79
K2-123 b,K2-123,Transit,2017,30.96028326,,,3856,0.609039,0.595401
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,Microlensing,2020,,,53.1,,,0.4
Kepler-532 b,Kepler-532,Transit,2016,12.92491623,2.62,,5088,0.806,0.763
Kepler-928 b,Kepler-928,Transit,2016,,1.416,,4834,0.668,
Kepler-104 b,Kepler-104,Transit,2014,11.42755098,,,5921,1.05316,1.08
Kepler-341 c,Kepler-341,Transit,2014,8.010320599,,,5669,1.20017,1.01
Kepler-351 b,Kepler-351,Transit,2014,37.05489764,,,5313,0.756405,0.91
Kepler-1849 b,Kepler-1849,Transit,2021,57.29373924,,,4687,0.707472,0.75
Kepler-288 c,Kepler-288,Transit,2014,19.30572737,,,5670,1.10538,1.01
Kepler-1877 b,Kepler-1877,Transit,2021,2.37752807,0.48,,5637,0.821,0.902
Kepler-213 c,Kepler-213,Transit,2014,4.82297735,1.85,,5744,1,1.07
Kepler-1587 b,Kepler-1587,Transit,2016,9.4060467,1.32,,5855,1.268,1.02
HD 13908 b,HD 13908,Radial Velocity,2013,19.382,,,6255,1.67,1.29
Kepler-462 c,Kepler-462,Transit,2020,207.5829306,,,7735,1.61687,1.82
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,Microlensing,2023,,,5.55,,,0.34
Kepler-182 b,Kepler-182,Transit,2014,,3.358,,5960,1.381,
Kepler-237 b,Kepler-237,Transit,2014,4.715106,1.41,,4861,0.725,
Kepler-1298 b,Kepler-1298,Transit,2016,7.12806885,,,6058.57,2.38684,1.13
Kepler-1619 b,Kepler-1619,Transit,2016,23.6225913,0.76,,6137,1.005,0.972
Kepler-1312 b,Kepler-1312,Transit,2016,5.448321078,2.17,,5721,0.905,0.983
Kepler-1006 b,Kepler-1006,Transit,2016,19.76176209,,,,,
Kepler-645 b,Kepler-645,Transit,2016,3.275818716,,,6284.97,1.41768,1.23
Kepler-20 f,Kepler-20,Transit,2011,19.5776286,0.99,,5465,0.925,0.876
Kepler-422 b,Kepler-422,Transit,2014,7.891448958,,,5883,1.27992,1.07
HR 8799 d,HR 8799,Imaging,2008,41627.54000000000,,,,,1.51
Kepler-200 c,Kepler-200,Transit,2014,10.222157,1.59,,5678,0.944,
Kepler-177 b,Kepler-177,Transit,2013,36.8601,3.5,5.84,5732,1.324,0.921
K2-237 b,K2-237,Transit,2018,2.18053332,16.06246934,434.153604,6180,1.236,1.256
Kepler-1046 b,Kepler-1046,Transit,2016,14.37517,1.39,,5990,0.93,1.03
Kepler-199 b,Kepler-199,Transit,2014,,3.027,,5721,0.919,
Kepler-144 c,Kepler-144,Transit,2014,10.104648,1.26,,6377,1.116,1.154
Kepler-67 b,Kepler-67,Transit,2013,15.72589064,,,5135,0.819231,0.87
Kepler-203 b,Kepler-203,Transit,2014,3.162691238,2.29,,5949,0.937,1.013
Kepler-60 d,Kepler-60,Transit,2012,11.899,1.6,3.9,,,1
Kepler-179 c,Kepler-179,Transit,2014,6.400147394,2.26,,5294,0.761,0.849
HD 95089 b,HD 95089,Radial Velocity,2009,464.4,,,4918,5.08,1.54
KOI-217 b,KOI-217,Transit,2010,3.905081685,12.78,,5543,0.887,0.997
Kepler-62 f,Kepler-62,Transit,2013,267.282521,1.43,,4926,0.662,0.727
Kepler-580 b,Kepler-580,Transit,2016,8.222419656,2.57,,4298,0.64,0.67
Kepler-633 c,Kepler-633,Transit,2021,23.783247,2.45,,6282,1.549,1.03
TOI-3714 b,TOI-3714,Transit,2022,2.15484802,11.14172682,218.9837724,3652,0.4958,0.522
Kepler-845 b,Kepler-845,Transit,2016,0.927859786,,,4655.78,0.766119,0.74
Kepler-1272 b,Kepler-1272,Transit,2016,51.13163246,,,5807,1.51323,1.04
Kepler-1259 b,Kepler-1259,Transit,2016,0.663086512,,,5100,0.873036,0.86
Kepler-223 e,Kepler-223,Transit,2014,19.7243672,,,5803,1.51701,1.04
Kepler-183 b,Kepler-183,Transit,2014,5.68799383,,,5670.06,1.06777,1.01
Kepler-601 b,Kepler-601,Transit,2016,5.378868001,,,5102.59,0.781605,0.86
Kepler-313 b,Kepler-313,Transit,2014,14.9702081,2.682,,5709,1.507,1.114
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,Microlensing,2022,,,63.5656814,,,0.16
Kepler-924 b,Kepler-924,Transit,2016,61.0373591,,,6070,1.29774,1.13
HD 204313 b,HD 204313,Radial Velocity,2010,1920.1,,,5760,,1.02
Kepler-341 d,Kepler-341,Transit,2014,27.6666375,,,5669,1.20017,1.01
Kepler-298 d,Kepler-298,Transit,2014,77.4740991,2.63,,4463,0.611,0.662
Kepler-1626 b,Kepler-1626,Transit,2016,4.139526807,,,6697,1.50068,1.42
Kepler-14 b,Kepler-14,Transit,2011,6.790098111,9.75484809,,6378,2.00068,
55 Cnc c,55 Cnc,Radial Velocity,2004,43.93,,,,,0.95
Kepler-1767 b,Kepler-1767,Transit,2021,59.6585348,3.59,,5243,0.831,0.887
CoRoT-2 b,CoRoT-2,Transit,2008,1.7429964,16.42116,1051.973,,,
Kepler-385 d,Kepler-385,Transit,2020,56.4148314,,,5829,1.157,1.05
Kepler-1211 b,Kepler-1211,Transit,2016,11.01816836,2.55,,5705,0.94,0.96
Kepler-256 c,Kepler-256,Transit,2014,3.388011854,2.1,,5607,1.14,0.97
Kepler-92 b,Kepler-92,Transit,2013,13.74882983,,,5904.34,1.81719,1.07
HD 34445 c,HD 34445,Radial Velocity,2017,214.67,,,5836,1.38,1.07
Kepler-536 b,Kepler-536,Transit,2016,1.82708193,,,5500.86,0.860125,0.965
Kepler-312 c,Kepler-312,Transit,2014,19.74732846,3.642,,6224,1.661,1.314
Kepler-1567 b,Kepler-1567,Transit,2016,153.979362,2.53,,5858,0.903,0.944
Kepler-652 b,Kepler-652,Transit,2016,4.182002531,2.57,,5392,0.893,0.861
Kepler-1924 b,Kepler-1924,Transit,2021,15.3317719,,,5683.3,1.73618,1.01
KELT-20 b,KELT-20,Transit,2017,3.4741085,19.514869,1074.90106,8720,1.565,1.76
Kepler-337 c,Kepler-337,Transit,2014,9.693201,2.05,,5684,1.761,
TOI-4479 b,TOI-4479,Transit,2022,1.158901294,2.68297219,,3449,0.427389,
Kepler-1137 b,Kepler-1137,Transit,2016,23.9210791,2.23,,7143,1.785,1.466
Kepler-404 c,Kepler-404,Transit,2014,,1.492,,5326,0.785,
Kepler-544 b,Kepler-544,Transit,2016,21.41616926,2.02,,6343,1.137,1.213
HD 128311 b,HD 128311,Radial Velocity,2002,422,,,,,0.8
Kepler-1016 b,Kepler-1016,Transit,2016,,2.447,,5780,1.166,
WASP-77 A b,WASP-77 A,Transit,2012,1.36002869,,,,,
WASP-131 b,WASP-131,Transit,2016,5.322012,,,6030,1.53,1.06
Kepler-394 c,Kepler-394,Transit,2014,12.13070414,,,5977,0.991788,1.1
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,Microlensing,2024,,,38.77506565,,,0.61
Kepler-165 b,Kepler-165,Transit,2014,8.18086953,2.404,,5100,0.738,0.746
Kepler-132 c,Kepler-132,Transit,2014,6.414914,1.28,,6003,1.178,
Kepler-464 b,Kepler-464,Transit,2016,7.256962446,3.53,,5858,1.549,1.133
Kepler-1772 b,Kepler-1772,Transit,2021,3.215106337,2.244,,5620,1.79,1.091
Kepler-1642 b,Kepler-1642,Transit,2016,12.2064304,5.41,,5254,1.514,0.937
HD 28185 b,HD 28185,Radial Velocity,2001,385.9,,,5546,,0.98
Kepler-489 b,Kepler-489,Transit,2016,17.27630085,,,4998.39,0.734486,0.828
Kepler-370 c,Kepler-370,Transit,2014,19.023152,1.91,,5845,0.874,0.968
Kepler-920 b,Kepler-920,Transit,2016,6.53192704,2.57,,5638,0.903,1.005
Kepler-57 c,Kepler-57,Transit,2012,11.609,1.68,7.4,,0.791,0.88
Kepler-1300 b,Kepler-1300,Transit,2016,22.2420032,2.04,,5979,2.164,1.219
Kepler-102 e,Kepler-102,Transit,2013,,2.43,,4909,0.726,
Kepler-229 b,Kepler-229,Transit,2014,6.252962249,,,4881,0.752766,0.8
Kepler-244 d,Kepler-244,Transit,2014,20.05018325,,,5461,0.831792,0.95
Kepler-196 b,Kepler-196,Transit,2014,20.73989166,,,5168,0.793822,0.87
Kepler-463 b,Kepler-463,Transit,2016,8.981016833,3.62,,5567,1.069,0.822
TOI-1443 b,TOI-1443,Transit,2024,23.540678,2.30381001,30,5224,0.7511,0.7663
Kepler-1714 b,Kepler-1714,Transit,2021,10.27530003,3.26437302,,6150,2.086,1.448
WASP-107 b,WASP-107,Transit,2017,5.72149,10.53646,38.1396,4430,0.66,0.69
TOI-2498 b,TOI-2498,Transit,2023,3.738252,6.06,34.62,5905,1.26,1.12
Kepler-1201 b,Kepler-1201,Transit,2016,15.18701,1.91,,6166,1.08,1.07
Kepler-1894 c,Kepler-1894,Transit,2023,5.053618,1.17,,5740,0.86,0.963
Kepler-633 c,Kepler-633,Transit,2021,23.783247,2.45,,6282,1.549,1.03
Kepler-25 c,Kepler-25,Transit,2011,12.72037435,4.51,,6270,1.309,1.187
WASP-6 b,WASP-6,Transit,2009,3.36100239,13.719816,153.51189,5450,0.87,0.88
Kepler-659 b,Kepler-659,Transit,2016,17.671796,2.33,,4867,0.696,0.753
Kepler-208 e,Kepler-208,Transit,2014,16.2596374,,,6000.9,1.32062,1.11
NGTS-9 b,NGTS-9,Transit,2019,4.4352884,11.21102312,,6245,1.38,
Kepler-1508 b,Kepler-1508,Transit,2016,20.7057153,,,6024,1.70392,1.12
Kepler-928 b,Kepler-928,Transit,2016,3.932461302,1.59,,4700,0.7,0.73
K2-375 b,K2-375,Transit,2022,14.443,,,5826.08,1.54893,1.05
Kepler-150 e,Kepler-150,Transit,2014,30.8264713,2.95,,5862,0.931,0.963
Kepler-142 b,Kepler-142,Transit,2014,2.024143568,,,5812,1.11566,1.045
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,Microlensing,2019,,,640,,,0.37
Kepler-265 c,Kepler-265,Transit,2014,,2.321,,5871,0.973,
K2-35 c,K2-35,Transit,2016,5.60906,1.69,,4426,0.601,0.663
TOI-4329 b,TOI-4329,Transit,2022,2.9223,16.81347105,143.0227832,6000,2.31,1.538
Kepler-784 c,Kepler-784,Transit,2023,17.157236,1.55,,5676,1.487,1.016
Kepler-724 b,Kepler-724,Transit,2016,3.314947362,3.94,,5609,0.944,0.983
HD 17156 b,HD 17156,Radial Velocity,2007,21.216464,13.1431,,5925,1.55,
Kepler-1674 b,Kepler-1674,Transit,2020,62.56160747,,,5473.91,0.877273,0.96
Kepler-940 b,Kepler-940,Transit,2016,59.62209462,,,5505.07,1.02988,0.97
Kepler-1564 b,Kepler-1564,Transit,2016,18.0540381,1.39,,5576,0.852,0.953
HD 189733 b,HD 189733,Radial Velocity,2005,2.22,12.77826,362.3262,5023,0.776484,0.84
Kepler-942 b,Kepler-942,Transit,2016,44.96417488,2.02,,4684,0.708,0.743
KOI-351 g,KOI-351,Transit,2013,210.6013843,,,6031.13,1.24773,1.12
Kepler-491 b,Kepler-491,Transit,2016,4.225384512,9.16,,5649,1.055,1.071
Kepler-394 d,Kepler-394,Transit,2021,5.61357629,1.5,,6426,1.154,1.145
K2-123 b,K2-123,Transit,2017,30.954,3.07,,,0.637,
Kepler-360 c,Kepler-360,Transit,2014,7.1864526,2.11,,6052,1.028,1.022
Kepler-77 b,Kepler-77,Transit,2013,3.578780551,10.518,,5596,0.984,1.067
Kepler-1470 b,Kepler-1470,Transit,2016,16.2950903,1.18,,4984,0.809,0.777
Kepler-1621 b,Kepler-1621,Transit,2016,,2.456,,6087,1.42,
Kepler-169 e,Kepler-169,Transit,2014,13.76708539,2.75,,5173,0.939,0.85
Kepler-964 b,Kepler-964,Transit,2016,13.52252364,,,5368.85,0.812628,0.93
HD 86264 b,HD 86264,Radial Velocity,2009,1475,,,6210,1.88,1.42
Kepler-203 b,Kepler-203,Transit,2014,,2.508,,5887,1.041,
WASP-197 b,WASP-197,Transit,2025,5.167228,14.44837612,403.3242485,6050,2.112,1.36
Kepler-1259 b,Kepler-1259,Transit,2016,0.663085361,1.6,,5172,0.767,0.878
Kepler-1279 b,Kepler-1279,Transit,2016,23.4774101,1.75,,6221,1.33,1.21
HD 149026 b,HD 149026,Radial Velocity,2005,2.87589,8.29466,120.7754,6179,1.41,1.42
Kepler-1438 b,Kepler-1438,Transit,2016,2.31942009,0.94,,5530,0.96,0.97
Kepler-69 c,Kepler-69,Transit,2013,242.46712,1.74,,5637,0.943,0.813
Kepler-569 b,Kepler-569,Transit,2016,34.18883069,,,5690,0.910167,1.01
Kepler-332 b,Kepler-332,Transit,2014,7.626324541,,,4925,0.701442,0.808
Kepler-168 b,Kepler-168,Transit,2014,,1.854,,5947,1.39,
Kepler-873 b,Kepler-873,Transit,2016,20.5533844,3.32,,6343,1.137,1.213
Kepler-1765 b,Kepler-1765,Transit,2021,10.41890782,2.82,,5692,1.064,0.946
Kepler-192 c,Kepler-192,Transit,2014,21.22341,2.08,,5524,0.8,0.905
Kepler-1710 b,Kepler-1710,Transit,2021,14.91094205,2.587,,,,0.931
Kepler-507 b,Kepler-507,Transit,2016,3.568096926,1.22,,6036,1.213,1.127
Kepler-257 c,Kepler-257,Transit,2014,6.581484,5.41,,5180,1.037,
Kepler-351 d,Kepler-351,Transit,2016,142.545,,,5313,0.756405,0.91
GJ 9827 d,GJ 9827,Transit,2017,6.20142,2.04,2.35,4219,0.622,0.637
Kepler-238 b,Kepler-238,Transit,2014,2.09081565,1.706,,5800,1.567,1.229
Kepler-1431 b,Kepler-1431,Transit,2016,5.866033,1.59,,5969,1,1
WASP-187 b,WASP-187,Transit,2020,5.147878,18.38276,254.264,6150,2.83,1.54
Kepler-129 b,Kepler-129,Transit,2014,15.79193725,2.21,,5533,1.56,1.07
Kepler-320 b,Kepler-320,Transit,2014,8.37159554,,,6036.53,1.40661,1.12
Kepler-625 c,Kepler-625,Transit,2016,4.165471,1.22,,6125,1.199,1.223
HATS-60 b,HATS-60,Transit,2018,3.5608112,10.4972,,5659,1.47,
Kepler-1102 b,Kepler-1102,Transit,2016,51.3285623,2.66,,5724,0.94,0.96
Kepler-1517 b,Kepler-1517,Transit,2016,5.546083089,22.27,,7358,4.037,2.054
Kepler-925 b,Kepler-925,Transit,2016,,2.328,,4568,0.697,
Kepler-996 b,Kepler-996,Transit,2016,3.77058174,,,5830.38,1.29567,1.05
Kepler-240 c,Kepler-240,Transit,2014,7.953547,2.25,,4768,0.779,0.759
K2-268 c,K2-268,Transit,2018,9.327527,2.69,,5106,0.78,0.84
Kepler-782 b,Kepler-782,Transit,2016,158.6845633,,,5681.6,1.17135,1.01
Kepler-1924 b,Kepler-1924,Transit,2021,15.3317018,1.2,,6028,0.844,0.89
KOBE-1 c,KOBE-1,Radial Velocity,2025,29.671,,,4135,0.619,0.629
Kepler-543 b,Kepler-543,Transit,2016,13.89961966,2.43,,4538,0.663,0.65
Kepler-982 b,Kepler-982,Transit,2016,15.7738221,2.87,,6260,1.614,1.14
Kepler-909 b,Kepler-909,Transit,2016,13.93290318,1.22,,6028,1.047,1.149
Kepler-1208 b,Kepler-1208,Transit,2016,11.08507658,2.5,,5080,0.793,0.792
Kepler-133 b,Kepler-133,Transit,2014,8.13000457,1.59,,5730,1.32,1.04
HD 189733 b,HD 189733,Radial Velocity,2005,2.2185752,12.755842,356.92309,5040,0.756,0.806
HATS-67 b,HATS-67,Transit,2018,1.6091845,16.7675,,6393,1.43,
Kepler-546 b,Kepler-546,Transit,2016,4.147020258,7,,5967,1.15,1.11
Kepler-722 b,Kepler-722,Transit,2016,4.093573252,2.63,,5863,1.05,1.03
Kepler-1478 b,Kepler-1478,Transit,2016,26.0841212,1.35,,6083,0.835,0.933
WASP-29 b,WASP-29,Transit,2010,3.9227186,8.877528,77.86835,4800,0.808,0.825
Kepler-360 b,Kepler-360,Transit,2014,3.289684,1.74,,6037,1.03,1.025
HD 2638 b,HD 2638,Radial Velocity,2005,3.458,,,,,0.92
55 Cnc c,55 Cnc,Radial Velocity,2004,44.3787,,,5250,0.963515,0.9
Kepler-704 b,Kepler-704,Transit,2016,3.76182115,2.59,,5653,0.949,0.974
CoRoT-6 b,CoRoT-6,Transit,2009,8.886593,13.069694,937.5985,6090,1.025,1.05
Kepler-1256 b,Kepler-1256,Transit,2016,,1.598,,5994,1.436,
WTS-2 b,WTS-2,Transit,2014,1.0187068,15.277867,403.6441,5000,0.75,0.82
Kepler-133 b,Kepler-133,Transit,2014,8.12999858,,,5734.01,1.62549,1.02
