planet_name,host_name,disc_method,disc_year,pl_orbper_days,pl_rad_rearth,pl_mass_mearth,st_teff_k,st_rad_rsun,st_mass_msun,pl_mass_mjup,pl_rad_rjup,habitable_zone_flag,esi,has_mass,has_radius,has_stellar_data
EPIC 220674823 b,EPIC 220674823,transit,2016,0.5713127,1.676,7.8,5578.0,0.99,0.913,0.02454157594673849,0.14952270496922115,inner,0.0,True,True,True
EPIC 220674823 c,EPIC 220674823,transit,2016,13.33989,2.84,7.32,5578.0,0.99,0.913,0.023031325119246892,0.25336782942278524,inner,0.0,True,True,True
EPIC 228836835 b,EPIC 228836835,transit,2021,0.728113,1.1,,3782.0,0.32,0.418179,,0.09813542688910698,inner,,False,True,True
EPIC 229004835 b,EPIC 229004835,transit,2023,16.141132,2.332,10.4,5868.0,0.999,0.97,0.03272210126231799,0.20804710500490675,inner,0.0,True,True,True
EPIC 246851721 b,EPIC 246851721,transit,2018,6.180235,11.780659,953.49,6202.0,1.586,1.317,3.000018878135344,1.051,inner,0.0,True,True,True
EPIC 248847494 b,EPIC 248847494,transit,2018,3650.0,12.44199,4131.79,4898.0,2.7,0.9,13.000081805253156,1.11,outer,0.0,True,True,True
EPIC 249893012 b,EPIC 249893012,transit,2020,3.5951,1.95,8.75,5430.0,1.71,1.05,0.027530614042815614,0.17396734766705327,inner,0.0,True,True,True
EPIC 249893012 c,EPIC 249893012,transit,2020,15.624,3.67,14.67,5430.0,1.71,1.05,0.04615704091521201,0.3274154697118387,inner,0.0,True,True,True
EPIC 249893012 d,EPIC 249893012,transit,2020,35.747,3.94,10.18,5430.0,1.71,1.05,0.03202990296638433,0.3515032563118922,inner,0.0,True,True,True
FU Tau b,FU Tau,imaging,2008,,12.2,5085.28,2838.0,,0.05,16.0001006833885,1.0884110982246409,unknown,0.0,True,True,False
G 192-15 b,G 192-15,radial velocity,2025,2.27476,1.02,,2999.0,0.170718,0.132,,0.09099830493353556,outer,,False,True,True
G 192-15 c,G 192-15,radial velocity,2025,1219.0,3.87,,2999.0,0.170718,0.132,,0.34525827460076725,outer,,False,True,True
G 196-3 b,G 196-3,imaging,2024,,12.0,8263.538582,3517.0,0.522432,0.519782,26.000033294738035,1.0705682933357124,unknown,0.0,True,True,True
G 261-6 b,G 261-6,radial velocity,2025,5.4536,1.1,,2907.0,0.153162,0.118,,0.09813542688910698,outer,,False,True,True
G 264-012 b,G 264-012,radial velocity,2021,2.30538,1.39,,3326.0,0.305,0.297,,0.12400749397805334,inner,,False,True,True
G 264-012 c,G 264-012,radial velocity,2021,8.0518,1.76,,3326.0,0.305,0.297,,0.15701668302257116,outer,,False,True,True
G 268-110 b,G 268-110,radial velocity,2025,1.43263,1.13,,,0.177,0.137,,0.10081184762244624,outer,,False,True,False
G 9-40 b,G 9-40,transit,2019,5.7459982,1.9,4.0,3395.0,0.3026,0.2952,0.012585423562429995,0.16950664644482114,habitable,0.0,True,True,True
GJ 1002 b,GJ 1002,radial velocity,2022,10.3465,1.03,,3024.0,0.137,0.12,,0.09189044517798198,outer,,False,True,True
GJ 1002 c,GJ 1002,radial velocity,2022,21.202,1.1,,3024.0,0.137,0.12,,0.09813542688910698,outer,,False,True,True
GJ 1061 b,GJ 1061,radial velocity,2020,3.204,1.1,,2953.0,0.156,0.12,,0.09813542688910698,outer,,False,True,True
GJ 1061 c,GJ 1061,radial velocity,2020,6.689,1.18,,2953.0,0.156,0.12,,0.10527254884467838,outer,,False,True,True
GJ 1061 d,GJ 1061,radial velocity,2020,13.031,1.16,,2953.0,0.156,0.12,,0.10348826835578552,outer,,False,True,True
GJ 1132 b,GJ 1132,transit,2015,1.62892911,1.19151465,1.83704819246,3229.0,0.2211,0.1945,0.005780007401676379,0.10629981711124989,habitable,0.39282311569643247,True,True,True
GJ 1132 c,GJ 1132,radial velocity,2018,8.929,1.43,,3270.0,0.2105,0.181,,0.12757605495583907,outer,,False,True,True
GJ 1148 b,GJ 1148,radial velocity,2010,41.38,11.9,,3287.0,0.358519,0.344045,,1.0616468908912482,outer,,False,True,True
GJ 1148 c,GJ 1148,radial velocity,2017,532.58,9.71,,3287.0,0.358519,0.344045,,0.8662681773574807,outer,,False,True,True
GJ 1151 c,GJ 1151,radial velocity,2023,389.7,3.25,,3280.0,0.1781,0.1639,,0.28994557944508875,outer,,False,True,True
GJ 1214 b,GJ 1214,transit,2009,1.580404531,2.733,8.41,3101.0,0.2162,0.182,0.026460853040009065,0.24382192880720852,outer,0.0,True,True,True
GJ 1252 b,GJ 1252,transit,2020,0.5182331,1.193,1.32,3458.0,0.391,0.381,0.0041531897756018985,0.10643233116245875,inner,0.7357567408617581,True,True,True
GJ 1265 b,GJ 1265,radial velocity,2018,3.6511,2.63,,3236.0,0.192,0.178,,0.2346328842894103,outer,,False,True,True
GJ 1289 b,GJ 1289,radial velocity,2024,111.74,2.38,,3296.0,0.245012,0.21,,0.21232937817824962,outer,,False,True,True
GJ 143 b,GJ 143,transit,2019,35.61253,2.61,22.7,4640.0,0.695,0.73,0.07142227871679022,0.23284860380051745,inner,0.0,True,True,True
GJ 15 A b,GJ 15 A,radial velocity,2014,11.4407,1.55,,3607.0,0.38,0.38,,0.13828173788919618,habitable,,False,True,True
GJ 15 A c,GJ 15 A,radial velocity,2018,7600.0,6.67,,3607.0,0.38,0.38,,0.5950575430457669,outer,,False,True,True
GJ 160.2 b,GJ 160.2,radial velocity,2014,5.2354,3.17,,4347.0,0.655173,0.69,,0.28280845748951733,inner,,False,True,True
GJ 163 b,GJ 163,radial velocity,2013,8.63182,3.25,,3500.0,0.409738,0.4,,0.28994557944508875,inner,,False,True,True
GJ 163 c,GJ 163,radial velocity,2013,25.63058,2.5,,3500.0,0.409738,0.4,,0.22303506111160676,outer,,False,True,True
GJ 163 d,GJ 163,radial velocity,2013,603.95116,5.92,,3500.0,0.409738,0.4,,0.5281470247122848,outer,,False,True,True
GJ 179 b,GJ 179,radial velocity,2009,2288.0,13.8,301.93698665,3370.0,0.38,0.357,0.9500012165385051,1.2311535373360694,outer,0.0,True,True,True
GJ 180 b,GJ 180,radial velocity,2014,17.133,2.43,,3371.0,0.413049,0.43,,0.21679007940048178,habitable,,False,True,True
GJ 180 c,GJ 180,radial velocity,2014,24.329,2.41,,3371.0,0.413049,0.43,,0.2150057989115889,habitable,,False,True,True
GJ 180 d,GJ 180,radial velocity,2020,106.3,2.66,,3371.0,0.413049,0.43,,0.2373093050227496,outer,,False,True,True
GJ 2030 b,GJ 2030,radial velocity,2022,2.38129,2.03,,5485.0,2.24104,0.96,,0.18110446962262466,inner,,False,True,True
GJ 2030 c,GJ 2030,radial velocity,2022,25533.11353,12.3,4069.157094821,5485.0,2.24104,0.96,12.80301639509735,1.0973325006691053,outer,0.0,True,True,True
GJ 2056 b,GJ 2056,radial velocity,2020,69.971,4.17,,4069.95,0.709495,0.62,,0.37202248193416004,inner,,False,True,True
GJ 2126 b,GJ 2126,radial velocity,2025,272.7,13.6,,4159.0,0.728,0.65,,1.2133107324471406,outer,,False,True,True
GJ 229 A c,GJ 229,radial velocity,2020,121.93268,2.87,,3564.0,0.46,0.509,,0.2560442501561246,outer,,False,True,True
GJ 229 b,GJ 229,radial velocity,2014,579.47495,3.97,,3564.0,0.46,0.509,,0.35417967704523157,outer,,False,True,True
GJ 238 b,GJ 238,transit,2024,1.7446999,0.566,,3485.0,0.4314,0.4193,,0.05049513783566777,inner,,False,True,True
GJ 251 b,GJ 251,radial velocity,2020,14.238,1.83,,3451.0,0.364,0.36,,0.16326166473369616,habitable,,False,True,True
GJ 27.1 b,GJ 27.1,radial velocity,2014,15.819,3.66,,3542.0,0.518887,0.53,,0.3265233294673923,inner,,False,True,True
GJ 273 b,GJ 273,radial velocity,2017,18.6498,1.51,,3382.0,0.293,0.29,,0.1347131769114105,outer,,False,True,True
GJ 273 c,GJ 273,radial velocity,2017,4.7234,1.06,,3382.0,0.293,0.29,,0.09456686591132127,habitable,,False,True,True
GJ 3021 b,GJ 3021,radial velocity,2000,133.71,13.1,,5540.0,0.9,0.9,,1.1687037202248194,inner,,False,True,True
GJ 3082 b,GJ 3082,radial velocity,2020,11.949,2.79,,3910.0,0.465216,0.47,,0.24890712820055313,inner,,False,True,True
GJ 3090 b,GJ 3090,transit,2022,2.8531054,2.13,3.34,3556.0,0.516,0.519,0.010508828674629045,0.19002587206708893,inner,0.0,True,True,True
GJ 3138 b,GJ 3138,radial velocity,2017,1.22003,1.18,,3717.0,0.5,0.681,,0.10527254884467838,inner,,False,True,True
GJ 3138 c,GJ 3138,radial velocity,2017,5.974,1.88,,3717.0,0.5,0.681,,0.16772236595592827,inner,,False,True,True
GJ 3138 d,GJ 3138,radial velocity,2017,257.8,3.23,,3717.0,0.5,0.681,,0.2881612989561959,outer,,False,True,True
GJ 317 b,GJ 317,radial velocity,2007,695.66,13.3,794.5,3492.73,0.431834,0.42,2.4997797550876575,1.186546525113748,outer,0.0,True,True,True
GJ 317 c,GJ 317,radial velocity,2018,6739.323,13.5,,3492.73,0.431834,0.42,,1.2043893300026765,outer,,False,True,True
GJ 3222 b,GJ 3222,radial velocity,2022,10.66669,3.4,,5257.46,0.931389,0.89,,0.30332768311178515,inner,,False,True,True
GJ 328 b,GJ 328,radial velocity,2013,3771.0,13.3,,3897.0,0.63,0.65,,1.186546525113748,outer,,False,True,True
GJ 328 c,GJ 328,radial velocity,2023,241.8,4.91,,3897.0,0.63,0.65,,0.4380408600231957,outer,,False,True,True
GJ 3293 b,GJ 3293,radial velocity,2015,30.5987,5.19,,3466.0,0.404,0.42,,0.46302078686769566,outer,,False,True,True
GJ 3293 c,GJ 3293,radial velocity,2015,122.6196,4.87,,3466.0,0.404,0.42,,0.43447229904540996,outer,,False,True,True
GJ 3293 d,GJ 3293,radial velocity,2017,48.1345,2.67,,3466.0,0.404,0.42,,0.238201445267196,outer,,False,True,True
GJ 3293 e,GJ 3293,radial velocity,2017,13.2543,1.63,,3466.0,0.404,0.42,,0.1454188598447676,inner,,False,True,True
GJ 3323 b,GJ 3323,radial velocity,2017,5.3636,1.23,,3159.0,0.119,0.164,,0.10973325006691052,outer,,False,True,True
GJ 3323 c,GJ 3323,radial velocity,2017,40.54,1.32,,3159.0,0.119,0.164,,0.11776251226692837,outer,,False,True,True
GJ 3341 b,GJ 3341,radial velocity,2015,14.207,2.46,,3526.0,0.439,0.47,,0.21946650013382105,inner,,False,True,True
GJ 338 B b,GJ 338 B,radial velocity,2020,24.422,3.25,,4014.0,0.58,0.64,,0.28994557944508875,inner,,False,True,True
GJ 341 b,GJ 341,transit,2025,7.57686,0.88,4.0,3770.0,0.5066,0.48,0.012585423562429995,0.07850834151128558,inner,0.0,True,True,True
GJ 3470 b,GJ 3470,radial velocity,2012,3.3366496,4.57,13.9,3600.0,0.547,0.539,0.04373434687944423,0.40770809171201716,inner,0.0,True,True,True
GJ 3473 b,GJ 3473,transit,2020,1.1980035,1.264,1.86,3347.0,0.364,0.36,0.005852221956529948,0.11276652689802838,inner,0.36388051436856605,True,True,True
GJ 3473 c,GJ 3473,radial velocity,2020,15.509,2.63,,3347.0,0.364,0.36,,0.2346328842894103,outer,,False,True,True
GJ 3512 b,GJ 3512,radial velocity,2019,203.69,14.3,,3081.0,0.139,0.123,,1.2757605495583906,outer,,False,True,True
GJ 3512 c,GJ 3512,radial velocity,2020,1599.6,9.32,,3081.0,0.139,0.123,,0.83147470782407,outer,,False,True,True
GJ 357 b,GJ 357,transit,2019,3.9306,1.2,1.84,3505.0,0.337,0.342,0.005789294838717798,0.10705682933357123,inner,0.3894264991010501,True,True,True
GJ 357 c,GJ 357,radial velocity,2019,9.1247,1.66,,3505.0,0.337,0.342,,0.14809528057810686,habitable,,False,True,True
GJ 357 d,GJ 357,radial velocity,2019,55.661,2.34,,3505.0,0.337,0.342,,0.2087608172004639,outer,,False,True,True
GJ 3634 b,GJ 3634,radial velocity,2010,2.64561,2.83,8.4,3517.0,0.43,0.45,0.02642938948110299,0.25247568917833885,inner,0.0,True,True,True
GJ 367 b,GJ 367,transit,2021,0.3219225,0.699,0.633,3522.0,0.458,0.455,0.0019916432787545468,0.062360603086805244,inner,0.6643737197417341,True,True,True
GJ 367 c,GJ 367,radial velocity,2023,11.5301,1.86,,3522.0,0.458,0.455,,0.16593808546703542,inner,,False,True,True
GJ 367 d,GJ 367,radial velocity,2023,34.369,2.33,,3522.0,0.458,0.455,,0.2078686769560175,outer,,False,True,True
GJ 3779 b,GJ 3779,radial velocity,2018,3.0232,2.75,,3324.0,0.281,0.27,,0.24533856722276742,inner,,False,True,True
GJ 3929 b,GJ 3929,transit,2022,2.616235,1.09,1.75,3384.0,0.32,0.313,0.005506122808563122,0.09724328664466055,inner,0.46586518555705436,True,True,True
GJ 3929 c,GJ 3929,radial velocity,2022,15.04,2.26,,3384.0,0.32,0.313,,0.2016236952448925,outer,,False,True,True
GJ 393 b,GJ 393,radial velocity,2021,7.02679,1.17,,3579.0,0.426,0.426,,0.10438040860023196,inner,,False,True,True
GJ 3942 b,GJ 3942,radial velocity,2017,6.905,2.57,,3867.0,0.61,0.63,,0.22928004282273173,inner,,False,True,True
GJ 3988 b,GJ 3988,radial velocity,2023,6.9442,1.74,,3273.0,0.19734,0.1842,,0.1552324025336783,outer,,False,True,True
GJ 3998 b,GJ 3998,radial velocity,2016,2.65033,1.39,,3726.0,0.5,0.52,,0.12400749397805334,inner,,False,True,True
GJ 3998 c,GJ 3998,radial velocity,2016,13.727,2.5,,3726.0,0.5,0.52,,0.22303506111160676,inner,,False,True,True
GJ 3998 d,GJ 3998,radial velocity,2025,41.78,2.34,,3726.0,0.5,0.52,,0.2087608172004639,habitable,,False,True,True
GJ 411 b,GJ 411,radial velocity,2019,12.9394,1.45,,3719.0,0.3685,0.3899,,0.1293603354447319,habitable,,False,True,True
GJ 414 A b,GJ 414 A,radial velocity,2021,50.8,2.63,,4120.0,0.68,0.65,,0.2346328842894103,inner,,False,True,True
GJ 414 A c,GJ 414 A,radial velocity,2021,749.83,8.4,,4120.0,0.68,0.65,,0.7493978053349987,outer,,False,True,True
GJ 422 b,GJ 422,radial velocity,2014,20.129,3.33,,3323.0,0.370328,0.35,,0.2970827014006602,outer,,False,True,True
GJ 4276 b,GJ 4276,radial velocity,2019,13.352,4.22,,3387.0,0.407,0.406,,0.3764831831563922,habitable,,False,True,True
GJ 433 b,GJ 433,radial velocity,2011,7.3705,2.33,,3461.0,0.5,0.48,,0.2078686769560175,inner,,False,True,True
GJ 433 c,GJ 433,radial velocity,2014,5094.105,6.27,,3461.0,0.5,0.48,,0.5593719332679097,outer,,False,True,True
GJ 433 d,GJ 433,radial velocity,2020,36.059,2.14,,3461.0,0.5,0.48,,0.19091801231153538,habitable,,False,True,True
GJ 436 b,GJ 436,radial velocity,2004,2.64388312,4.17,22.1,3586.11,0.455,0.47,0.06953446518242573,0.37202248193416004,inner,0.0,True,True,True
GJ 463 b,GJ 463,radial velocity,2022,3448.0,13.0,1144.1822652,3540.0,0.49,0.49,3.6000046100406515,1.159782317780355,outer,0.0,True,True,True
GJ 480 b,GJ 480,radial velocity,2020,9.567,3.69,,3381.0,0.455815,0.45,,0.32919975020073156,inner,,False,True,True
GJ 486 b,GJ 486,radial velocity,2021,1.46712127,1.289,2.77,3317.0,0.3243,0.312,0.008715405816982772,0.11499687750914443,inner,0.0,True,True,True
GJ 504 b,GJ 504,imaging,2013,,12.10569916,1271.3,6234.0,1.26,1.22,3.9999622437293127,1.0799981407797306,unknown,0.0,True,True,True
GJ 514 b,GJ 514,radial velocity,2022,140.43,2.13,,3728.0,0.5,0.51,,0.19002587206708893,outer,,False,True,True
GJ 536 b,GJ 536,radial velocity,2016,8.7076,2.17,,3685.0,0.5,0.52,,0.19359443304487464,inner,,False,True,True
GJ 581 b,GJ 581,radial velocity,2005,5.3686,4.79,20.5,3500.0,0.302,0.295,0.06450029575745372,0.42733517708983854,habitable,0.0,True,True,True
GJ 581 c,GJ 581,radial velocity,2007,12.9211,2.5,6.81,3500.0,0.302,0.295,0.021426683615037065,0.22303506111160676,outer,0.0,True,True,True
GJ 581 e,GJ 581,radial velocity,2009,3.1481,1.38,2.48,3500.0,0.302,0.295,0.0078029626087065965,0.12311535373360692,inner,0.0,True,True,True
GJ 625 b,GJ 625,radial velocity,2017,14.628,1.49,,3499.0,0.31,0.3,,0.13292889642251762,outer,,False,True,True
GJ 649 b,GJ 649,radial velocity,2009,600.1,10.8,,3734.0,0.5,0.51,,0.9635114640021413,outer,,False,True,True
GJ 667 C b,GJ 667 C,radial velocity,2012,7.203,2.25,,3350.0,,0.33,,0.20073155500044607,unknown,,False,True,False
GJ 667 C c,GJ 667 C,radial velocity,2013,28.14,1.77,,3350.0,,0.33,,0.15790882326701758,unknown,,False,True,False
GJ 667 C e,GJ 667 C,radial velocity,2013,62.24,1.45,,3350.0,,0.33,,0.1293603354447319,unknown,,False,True,False
GJ 667 C f,GJ 667 C,radial velocity,2013,39.026,1.45,,3350.0,,0.33,,0.1293603354447319,unknown,,False,True,False
GJ 667 C g,GJ 667 C,radial velocity,2013,256.2,1.99,,3350.0,,0.33,,0.17753590864483898,unknown,,False,True,False
GJ 674 b,GJ 674,radial velocity,2007,4.6938,3.33,,3600.0,0.36463,0.35,,0.2970827014006602,inner,,False,True,True
GJ 676 A b,GJ 676 A,radial velocity,2010,1051.44521,12.8,1840.862133344,3734.0,0.69,0.626,5.792007417043181,1.1419395128914267,outer,0.0,True,True,True
GJ 676 A c,GJ 676 A,radial velocity,2016,13921.42302,12.3,4288.140867244,3734.0,0.69,0.626,13.492017277407909,1.0973325006691053,outer,0.0,True,True,True
GJ 676 A d,GJ 676 A,radial velocity,2012,3.60076,1.78,,3734.0,0.69,0.626,,0.158800963511464,inner,,False,True,True
GJ 676 A e,GJ 676 A,radial velocity,2012,35.47358,2.47,,3734.0,0.69,0.626,,0.2203586403782675,inner,,False,True,True
GJ 680 b,GJ 680,radial velocity,2022,17281.66514,12.0,7977.4930157,3563.0,0.45933,0.456,25.100032142227874,1.0705682933357124,outer,0.0,True,True,True
GJ 682 b,GJ 682,radial velocity,2014,17.478,1.93,,3028.0,0.298255,0.27,,0.1721830671781604,outer,,False,True,True
GJ 682 c,GJ 682,radial velocity,2014,57.32,2.89,,3028.0,0.298255,0.27,,0.25782853064501743,outer,,False,True,True
GJ 685 b,GJ 685,radial velocity,2019,24.16,2.95,,3816.0,0.54,0.55,,0.263181372111696,inner,,False,True,True
GJ 687 b,GJ 687,radial velocity,2014,38.142,4.32,,3413.0,0.4183,0.4,,0.3854045856008565,outer,,False,True,True
GJ 687 c,GJ 687,radial velocity,2020,727.562,4.14,,3413.0,0.4183,0.4,,0.36934606120082075,outer,,False,True,True
GJ 720 A b,GJ 720 A,radial velocity,2021,19.466,3.77,,3837.0,0.56,0.57,,0.336336872156303,inner,,False,True,True
GJ 724 b,GJ 724,radial velocity,2023,5.101284,3.27,,3799.0,0.52226,0.5271,,0.29172985993398165,inner,,False,True,True
GJ 740 b,GJ 740,radial velocity,2021,2.37756,1.53,,3913.0,0.56,0.58,,0.13649745740030333,inner,,False,True,True
GJ 806 b,GJ 806,transit,2023,0.9263237,1.331,1.9,3600.0,0.4144,0.413,0.005978076192154247,0.11874386653581943,inner,0.32192883854273824,True,True,True
GJ 806 c,GJ 806,radial velocity,2023,6.64064,2.28,,3600.0,0.4144,0.413,,0.20340797573378533,inner,,False,True,True
GJ 832 b,GJ 832,radial velocity,2008,3853.0,13.8,314.65012293,3472.0,0.441557,0.45,0.9900012677611791,1.2311535373360694,outer,0.0,True,True,True
GJ 849 b,GJ 849,radial velocity,2006,1925.31,13.9,,3467.0,0.45,0.45,,1.2400749397805335,outer,,False,True,True
GJ 849 c,GJ 849,radial velocity,2014,5990.0,13.8,,3467.0,0.45,0.45,,1.2311535373360694,outer,,False,True,True
GJ 86 b,GJ 86,radial velocity,1999,15.76491,12.9,,5182.0,0.77,0.93,,1.1508609153358909,inner,,False,True,True
GJ 876 b,GJ 876,radial velocity,1998,61.1166,13.3,723.2235,3293.74,0.3,0.32,2.275518519450772,1.186546525113748,outer,0.0,True,True,True
GJ 876 c,GJ 876,radial velocity,2000,30.0881,14.0,226.9846,3293.74,0.3,0.32,0.7141743332871868,1.248996342224998,outer,0.0,True,True,True
GJ 876 d,GJ 876,radial velocity,2005,1.93778,2.51,6.83,3293.74,0.3,0.32,0.021489610732849215,0.22392720135605315,inner,0.0,True,True,True
GJ 876 e,GJ 876,radial velocity,2010,124.26,3.92,14.6,3293.74,0.3,0.32,0.04593679600286948,0.3497189758229994,outer,0.0,True,True,True
GJ 887 b,GJ 887,radial velocity,2020,9.262,1.88,,3688.0,0.4712,0.489,,0.16772236595592827,inner,,False,True,True
GJ 887 c,GJ 887,radial velocity,2020,21.789,2.67,,3688.0,0.4712,0.489,,0.238201445267196,inner,,False,True,True
GJ 896 A b,GJ 896 A,astrometry,2022,284.39,13.3,718.29219982,3345.0,0.394682,0.43599,2.2600028940810755,1.186546525113748,outer,0.0,True,True,True
GJ 900 b,GJ 900 A,imaging,2024,,12.4,3496.112477,3976.0,0.716187,1.08,11.000014086235323,1.1062539031135694,unknown,0.0,True,True,True
GJ 9066 c,GJ 9066,radial velocity,2020,771.36,9.6,,3154.0,0.164,0.15,,0.8564546346685699,outer,,False,True,True
GJ 9404 b,GJ 9404,radial velocity,2023,13.4586,3.48,,3811.0,0.626041,0.62,,0.3104648050673566,inner,,False,True,True
GJ 96 b,GJ 96,radial velocity,2018,73.94,4.67,,3785.0,0.580612,0.6,,0.41662949415648143,habitable,,False,True,True
GJ 9689 b,GJ 9689,radial velocity,2020,18.27,3.07,,3836.0,0.57,0.59,,0.27388705504505306,inner,,False,True,True
GJ 9714 b,GJ 9714,radial velocity,2022,19240.75467,12.5,2988.540511021,4263.0,0.662662,0.67,9.403012041170067,1.1151753055580338,outer,0.0,True,True,True
GJ 9827 b,GJ 9827,transit,2017,1.208974,1.44,4.28,4236.0,0.58,0.62,0.013466403211800095,0.1284681952002855,inner,0.0,True,True,True
GJ 9827 c,GJ 9827,transit,2017,3.648103,1.13,1.86,4236.0,0.58,0.62,0.005852221956529948,0.10081184762244624,inner,0.3849796751326018,True,True,True
GJ 9827 d,GJ 9827,transit,2017,6.20183,1.98,3.02,4236.0,0.58,0.62,0.009501994789634646,0.17664376840039256,inner,0.0,True,True,True
GPX-1 b,GPX-1,transit,2021,1.744579,16.47720163,6261.2196179,7000.0,1.56,1.68,19.700025227166897,1.4699974689981266,inner,0.0,True,True,True
GQ Lup b,GQ Lup,imaging,2004,,33.6,6356.0,4360.0,1.94153,0.7,19.99823804070126,2.9975912213399947,unknown,0.0,True,True,True
GSC 06214-00210 b,GSC 06214-00210,imaging,2010,,20.1762,5000.0,4200.0,0.90484,0.9,15.731779453037493,1.8000000000000003,unknown,0.0,True,True,True
GU Psc b,GU Psc,imaging,2014,,14.179,3591.3,4031.81,0.450458,0.325,11.299507909938711,1.2649656526005888,unknown,0.0,True,True,True
Gaia-1 b,Gaia-1,transit,2022,3.052524,13.77583728,533.95172376,5470.0,0.952,0.949,1.680002151352304,1.2289978838433402,inner,0.0,True,True,True
Gaia-2 b,Gaia-2,transit,2022,3.6915224,14.81827249,259.665808519,5720.0,1.064,1.0,0.8170010462231144,1.3219977241502365,inner,0.0,True,True,True
Gaia-4 b,Gaia-4,astrometry,2025,571.3,12.4,3750.3752026,4034.0,0.624,0.644,11.800015110688802,1.1062539031135694,outer,0.0,True,True,True
Gaia-5 b,Gaia-5,astrometry,2025,358.62,12.1,6633.07885409,3447.0,0.345,0.339,20.870026725430108,1.0794896957801767,outer,0.0,True,True,True
Gaia22dkvL b,Gaia22dkvL,microlensing,2024,,14.1,187.836588537,,,1.145,0.591000756815007,1.257917744669462,unknown,0.0,True,True,False
Gl 378 b,Gl 378,radial velocity,2019,3.822,3.66,,3879.0,0.56,0.56,,0.3265233294673923,inner,,False,True,True
Gl 410 b,Gl 410,radial velocity,2025,6.02,2.83,,3842.0,0.543,0.55,,0.25247568917833885,inner,,False,True,True
Gl 49 b,Gl 49,radial velocity,2019,13.8508,2.24,,3805.0,0.511,0.515,,0.19983941475599967,inner,,False,True,True
Gl 686 b,Gl 686,radial velocity,2018,15.53,2.46,,3656.0,0.427,0.426,,0.21946650013382105,habitable,,False,True,True
Gl 725 A b,Gl 725 A,radial velocity,2025,11.2201,1.48,,3433.0,0.351,0.33,,0.1320367561780712,habitable,,False,True,True
Gliese 12 b,Gliese 12,transit,2024,12.761408,0.958,3.87,3296.0,0.2617,0.2414,0.01217639729665102,0.0854670354179677,outer,0.0,True,True,True
HAT-P-1 b,HAT-P-1,transit,2006,4.46529976,14.784671,166.86075,5980.0,1.174,1.151,0.5250033036736852,1.319,inner,0.0,True,True,True
HAT-P-11 b,HAT-P-11,transit,2008,4.888,4.36,25.0,4653.0,0.683,0.811,0.07865889726518746,0.3889731465786422,inner,0.0,True,True,True
HAT-P-11 c,HAT-P-11,radial velocity,2018,3361.0,13.2,851.78013076,4653.0,0.683,0.811,2.6800034319191517,1.1776251226692835,outer,0.0,True,True,True
HAT-P-12 b,HAT-P-12,transit,2009,3.2130598,10.749,67.059,4650.0,0.701,0.733,0.21099147966824824,0.9589615487554645,inner,0.0,True,True,True
HAT-P-13 b,HAT-P-13,transit,2009,2.91625,14.258,270.462,5653.0,1.756,1.32,0.8509697068854852,1.2720135605317155,inner,0.0,True,True,True
HAT-P-13 c,HAT-P-13,radial velocity,2009,446.27,12.3,,5653.0,1.756,1.32,,1.0973325006691053,inner,,False,True,True
HAT-P-14 b,HAT-P-14,transit,2010,4.62767,15.91678,1093.3352,6600.0,1.82,2.65,3.4400216469285274,1.42,inner,0.0,True,True,True
